"site_id","monitoring_id","date_time_out","net_type","amount_nets","species","scientific_name","species_name","maori_name","native/nonnative","taonga","amount","sex","length_mm","weight_g","soft_shelled","berried","youngs","cups","mL","notes"
85,"85_0",2024-12-11 09:49:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,166,129,NA,NA,NA,NA,NA,NA
85,"85_0",2024-12-11 09:49:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,175,125,NA,NA,NA,NA,NA,NA
85,"85_0",2024-12-11 09:49:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,168,108,NA,NA,NA,NA,NA,NA
85,"85_0",2024-12-11 09:49:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,165,104,NA,NA,NA,NA,NA,NA
85,"85_0",2024-12-11 09:49:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,130,55,NA,NA,NA,NA,NA,NA
85,"85_0",2024-12-11 09:49:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,139,54,NA,NA,NA,NA,NA,NA
85,"85_0",2024-12-11 09:49:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,149,67,NA,NA,NA,NA,NA,NA
85,"85_0",2024-12-11 09:49:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,62,6,NA,NA,NA,NA,NA,NA
85,"85_0",2024-12-11 09:49:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,141,71,NA,NA,NA,NA,NA,NA
85,"85_0",2024-12-11 09:49:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,151,79,NA,NA,NA,NA,NA,NA
85,"85_0",2024-12-11 09:49:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,125,46,NA,NA,NA,NA,NA,NA
85,"85_0",2024-12-11 09:49:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,134,59,NA,NA,NA,NA,NA,NA
85,"85_0",2024-12-11 09:49:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,136,59,NA,NA,NA,NA,NA,NA
85,"85_0",2024-12-11 09:49:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,60,5,NA,NA,NA,NA,NA,NA
85,"85_0",2024-12-11 09:49:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,66,6,NA,NA,NA,NA,NA,NA
85,"85_0",2024-12-11 09:49:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,42,1,NA,NA,NA,NA,NA,NA
85,"85_0",2024-12-11 09:49:59.995,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",NA,NA,NA,361,NA,NA,NA,NA,NA,NA
85,"85_0",2024-12-11 09:49:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,520,NA,NA,NA,2,473.176,NA
85,"85_0",2024-12-11 09:49:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,297,NA,NA,NA,1.5,354.882,NA
86,"86_0",2024-12-11 12:00:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,77,NA,NA,NA,0.5,118.294,NA
86,"86_0",2024-12-11 12:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,195,184,NA,NA,NA,NA,NA,NA
86,"86_0",2024-12-11 12:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,105,26,NA,NA,NA,NA,NA,NA
86,"86_0",2024-12-11 12:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,55,4,NA,NA,NA,NA,NA,NA
86,"86_0",2024-12-11 12:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,53,3,NA,NA,NA,NA,NA,NA
86,"86_0",2024-12-11 12:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,49,2,NA,NA,NA,NA,NA,NA
86,"86_0",2024-12-11 12:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,48,2,NA,NA,NA,NA,NA,NA
86,"86_0",2024-12-11 12:00:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,35,NA,NA,NA,NA,NA,NA
86,"86_0",2024-12-11 12:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,200,225,NA,NA,NA,NA,NA,NA
86,"86_0",2024-12-11 12:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,130,53,NA,NA,NA,NA,NA,NA
86,"86_0",2024-12-11 12:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,55,4,NA,NA,NA,NA,NA,NA
86,"86_0",2024-12-11 12:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,190,160,NA,NA,NA,NA,NA,NA
86,"86_0",2024-12-11 12:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,163,93,NA,NA,NA,NA,NA,NA
86,"86_0",2024-12-11 12:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,146,76,NA,NA,NA,NA,NA,NA
86,"86_0",2024-12-11 12:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,71,6,NA,NA,NA,NA,NA,NA
86,"86_0",2024-12-11 12:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,60,4,NA,NA,NA,NA,NA,NA
86,"86_0",2024-12-11 12:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,65,6,NA,NA,NA,NA,NA,NA
86,"86_0",2024-12-11 12:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,59,5,NA,NA,NA,NA,NA,NA
86,"86_0",2024-12-11 12:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,60,4,NA,NA,NA,NA,NA,NA
86,"86_0",2024-12-11 12:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,65,6,NA,NA,NA,NA,NA,NA
86,"86_0",2024-12-11 12:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,44,1,NA,NA,NA,NA,NA,NA
86,"86_0",2024-12-11 12:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,55,4,NA,NA,NA,NA,NA,NA
86,"86_0",2024-12-11 12:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,50,1,NA,NA,NA,NA,NA,NA
86,"86_0",2024-12-11 12:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,52,1,NA,NA,NA,NA,NA,NA
86,"86_0",2024-12-11 12:00:00,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",10,NA,NA,13,NA,NA,NA,NA,NA,NA
86,"86_0",2024-12-11 12:00:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,325,NA,NA,NA,1.75,414.029,NA
87,"87_0",2024-12-11 15:00:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,"120_0",2024-11-01 10:18:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",25,12,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,205,245,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,205,240,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,160,99,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,77,11,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,120,42,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,155,96,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,130,54,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,59,3,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,81,12,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,55,4,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,80,13,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,60,3,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,64,4,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,57,3,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,527,NA,NA,NA,2.5,591.47,"Very small"
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,407,NA,NA,NA,2,473.176,"Very small"
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,325,NA,NA,NA,1.75,414.029,"Very small"
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,206,239,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,170,142,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,170,128,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,175,153,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,142,74,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,139,64,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,80,15,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,61,3,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,74,7,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,75,3,NA,NA,NA,NA,NA,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,550,NA,NA,NA,2.5,591.47,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,566,NA,NA,NA,2.5,591.47,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,604,NA,NA,NA,2.5,591.47,NA
87,"87_0",2024-12-11 15:00:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,457,NA,NA,NA,2,473.176,NA
88,"88_0",2024-12-12 10:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",9,NA,NA,3,NA,NA,NA,NA,NA,NA
88,"88_0",2024-12-12 10:30:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,254,463,NA,NA,NA,NA,NA,NA
88,"88_0",2024-12-12 10:30:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,175,145,NA,NA,NA,NA,NA,NA
88,"88_0",2024-12-12 10:30:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,171,122,NA,NA,NA,NA,NA,NA
88,"88_0",2024-12-12 10:30:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,183,134,NA,NA,NA,NA,NA,NA
88,"88_0",2024-12-12 10:30:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,165,111,NA,NA,NA,NA,NA,NA
88,"88_0",2024-12-12 10:30:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,160,97,NA,NA,NA,NA,NA,NA
88,"88_0",2024-12-12 10:30:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,169,102,NA,NA,NA,NA,NA,NA
88,"88_0",2024-12-12 10:30:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,170,111,NA,NA,NA,NA,NA,NA
88,"88_0",2024-12-12 10:30:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,140,56,NA,NA,NA,NA,NA,NA
88,"88_0",2024-12-12 10:30:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,156,95,NA,NA,NA,NA,NA,NA
88,"88_0",2024-12-12 10:30:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,145,76,NA,NA,NA,NA,NA,NA
88,"88_0",2024-12-12 10:30:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,160,90,NA,NA,NA,NA,NA,NA
88,"88_0",2024-12-12 10:30:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,120,52,NA,NA,NA,NA,NA,NA
88,"88_0",2024-12-12 10:30:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,135,56,NA,NA,NA,NA,NA,NA
88,"88_0",2024-12-12 10:30:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,130,52,NA,NA,NA,NA,NA,NA
88,"88_0",2024-12-12 10:30:00,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",22,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"88_0",2024-12-12 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,489,NA,NA,NA,2.5,591.47,NA
88,"88_0",2024-12-12 10:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,264,NA,NA,NA,1.25,295.735,NA
89,"89_0",2024-12-11 13:00:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,58,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 13:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,182,167,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,154,88,NA,NA,NA,NA,NA,"Orange"
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,189,169,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,156,106,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,162,112,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,157,106,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,152,94,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,155,78,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,141,64,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,155,89,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,115,40,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,113,37,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,126,55,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,132,57,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",100,NA,NA,41,NA,NA,NA,0.25,59.147,"counted and all small"
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,515,NA,NA,NA,2,473.176,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,497,NA,NA,NA,2,473.176,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,433,NA,NA,NA,2,473.176,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,208,197,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,146,84,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,170,128,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,161,119,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,140,67,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,137,65,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,80,10,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,81,13,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,52,4,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,30,4,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,55,5,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,39,1,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,45,2,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,49,4,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,55,6,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,43,1,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,50,4,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,39,1,NA,NA,NA,NA,NA,NA
89,"89_0",2024-12-11 12:59:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,243,NA,NA,NA,1.25,295.735,NA
90,"90_0",2024-12-11 14:00:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,33,NA,NA,NA,NA,NA,NA
90,"90_0",2024-12-11 14:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,139,58,NA,NA,NA,NA,NA,NA
90,"90_0",2024-12-11 14:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,200,220,NA,NA,NA,NA,NA,NA
90,"90_0",2024-12-11 14:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,165,114,NA,NA,NA,NA,NA,NA
90,"90_0",2024-12-11 14:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,169,159,NA,NA,NA,NA,NA,NA
90,"90_0",2024-12-11 14:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,160,109,NA,NA,NA,NA,NA,NA
90,"90_0",2024-12-11 14:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,202,222,NA,NA,NA,NA,NA,NA
90,"90_0",2024-12-11 14:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,160,97,NA,NA,NA,NA,NA,NA
90,"90_0",2024-12-11 14:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,175,156,NA,NA,NA,NA,NA,NA
90,"90_0",2024-12-11 14:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,190,175,NA,NA,NA,NA,NA,NA
90,"90_0",2024-12-11 14:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,175,159,NA,NA,NA,NA,NA,NA
90,"90_0",2024-12-11 14:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,164,124,NA,NA,NA,NA,NA,NA
90,"90_0",2024-12-11 14:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,210,244,NA,NA,NA,NA,NA,NA
90,"90_0",2024-12-11 14:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,200,215,NA,NA,NA,NA,NA,NA
90,"90_0",2024-12-11 14:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,185,167,NA,NA,NA,NA,NA,NA
90,"90_0",2024-12-11 14:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,182,160,NA,NA,NA,NA,NA,NA
90,"90_0",2024-12-11 14:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,167,117,NA,NA,NA,NA,NA,NA
